id,L,M,S,XL,XS,XXL,XXXL
238,17,4,12,13,27,28,11
239,3,20,28,23,23,10,0
240,24,16,7,12,18,23,11
241,5,19,21,0,7,5,25
242,19,10,11,22,17,27,3
243,14,6,10,1,4,2,6
244,15,23,5,5,3,19,7
245,14,2,25,25,4,5,0
246,11,13,11,0,9,24,25
247,28,6,20,20,0,20,11
248,14,3,21,22,12,28,15
249,19,19,2,17,3,1,28
250,9,26,22,15,4,1,20
251,10,9,23,24,3,3,11
252,19,6,18,21,19,8,18
253,5,22,15,9,19,6,15
254,19,23,28,16,28,20,9
255,21,26,4,8,8,17,14
256,21,27,25,2,4,4,6
257,2,22,23,18,20,7,24
258,15,12,1,14,22,9,3
259,0,12,5,19,19,20,21
260,20,0,11,23,2,11,2
261,10,24,2,17,19,12,6
262,18,21,14,22,0,21,19
263,4,24,25,27,20,11,7
264,16,10,26,12,1,15,0
265,11,25,24,13,3,28,16
266,19,12,15,28,6,24,16
267,24,0,4,7,0,8,13
268,11,15,23,27,16,5,8
269,4,22,12,3,13,12,15
270,15,3,18,20,22,26,6
271,28,18,5,12,8,15,21
272,18,10,2,27,16,6,1
273,3,4,24,22,0,15,28
274,26,3,16,20,14,24,2
275,5,9,11,3,15,8,26
276,27,0,14,22,9,25,24
277,5,22,6,12,4,0,18
278,7,28,19,17,12,28,24
279,24,25,22,24,24,4,23
280,24,15,15,10,17,21,25
281,22,23,16,11,17,16,17
282,6,14,1,18,19,23,19
283,12,0,0,26,14,3,0
284,12,25,7,1,4,21,20
285,2,2,15,14,28,22,5
286,3,8,26,10,10,4,17
287,11,23,15,22,19,23,9
288,27,27,11,2,4,9,26
289,1,15,18,18,2,3,23
290,0,26,27,13,0,7,27
291,13,7,25,8,5,12,1
292,21,1,0,1,25,27,10
293,3,10,8,27,7,14,27
294,27,21,2,18,14,17,5
295,14,7,14,12,20,18,7
296,21,5,9,24,10,21,2
297,22,10,23,21,27,23,28
298,20,22,0,9,0,17,25
299,13,9,11,28,28,9,23
300,22,0,14,15,14,15,22
301,17,4,22,1,17,14,3
302,2,2,22,8,4,7,23
303,8,2,17,5,6,15,17
304,13,0,2,6,24,10,15
305,12,21,13,20,2,26,23
306,6,9,14,24,3,9,4
307,26,16,25,13,11,26,8
308,8,6,12,7,0,27,25
309,19,6,5,11,1,18,18
310,5,7,18,4,5,1,21
311,22,3,24,19,5,22,16
312,5,18,6,4,25,21,11
313,20,25,6,14,3,2,12
314,12,6,19,28,6,24,18
315,12,16,1,4,20,5,4
316,1,8,15,12,8,12,27
317,11,13,6,24,19,25,15
318,6,0,7,1,11,15,1
319,13,13,16,27,6,8,3
320,28,8,12,10,0,14,11
321,22,28,27,12,25,26,2
322,22,28,12,24,28,23,18
323,19,8,25,10,2,4,4
324,1,12,27,22,0,5,8
325,14,6,9,24,4,26,18
326,10,25,0,6,26,0,20
327,14,20,2,26,22,5,0
328,14,18,15,2,8,20,9
329,26,20,19,21,9,19,14
330,21,0,28,4,8,23,20
331,11,14,6,11,25,24,8
332,7,24,5,2,12,20,2
333,20,17,7,8,19,15,4
334,28,16,21,16,5,15,17
335,19,23,6,27,23,20,28
336,0,3,0,20,11,17,13
337,18,20,19,27,14,8,2
338,7,28,7,20,24,19,22
339,0,28,20,27,4,24,22
340,24,10,22,4,4,22,13
341,9,10,17,5,9,2,28
342,8,20,18,1,1,16,9
343,10,25,16,13,17,1,27
344,23,16,19,24,27,4,26
345,4,7,25,5,24,24,21
346,9,1,24,25,8,11,8
347,15,3,10,20,10,8,5
348,10,18,6,16,20,16,8
349,24,12,15,19,26,12,21
350,8,2,4,13,0,18,9
351,27,13,26,2,16,1,2
352,6,14,0,27,14,15,2
353,3,6,7,14,0,19,2
354,25,27,10,16,28,20,23
355,27,2,16,19,15,17,11
356,4,13,7,1,3,16,2
357,4,6,23,20,5,9,20
358,16,8,27,14,12,25,14
359,11,1,27,5,13,10,7
360,12,27,26,22,7,6,26
361,9,23,11,2,25,21,8
362,6,19,23,7,23,9,7
363,19,20,23,16,22,10,13
364,17,21,21,19,6,27,17
365,10,10,20,28,1,16,17
366,25,20,20,6,26,2,28
367,4,5,8,4,22,0,14
368,12,28,24,10,26,25,28
369,0,9,24,5,20,12,22
370,2,24,5,0,11,12,8
371,20,1,21,7,21,25,28
372,10,24,27,23,13,10,10
373,11,17,12,10,28,2,28
374,27,18,9,12,2,10,24
375,4,8,25,16,12,28,8
376,21,7,8,27,26,10,18
377,23,12,20,13,28,11,23
378,0,14,13,17,23,21,10
379,23,10,28,1,5,4,3
380,20,17,10,4,13,1,24
381,24,21,7,2,7,12,11
382,28,9,9,0,4,17,17
383,14,12,14,20,18,14,1
384,24,0,10,16,15,26,18
385,26,2,11,23,15,11,10
386,20,8,15,28,25,6,5
387,21,5,4,27,13,19,7
388,11,0,22,15,25,18,5
389,20,10,3,4,0,10,3
390,6,23,20,28,22,23,5
391,11,14,18,6,9,2,22
392,20,5,12,15,20,27,4
393,9,6,15,5,0,22,14
394,28,5,8,21,3,25,13
395,28,10,12,24,26,9,28
396,24,18,22,12,21,6,4
397,4,8,3,26,6,15,18
398,21,9,15,13,4,12,1
399,2,2,14,20,17,12,15
400,14,14,16,11,2,19,5
401,26,3,22,25,25,11,28
402,5,6,14,13,11,5,26
403,25,18,26,5,18,5,10
404,17,5,3,15,13,3,19
405,23,8,11,17,20,15,23
406,6,25,24,24,2,1,20
407,15,22,16,16,27,10,24
408,1,25,7,12,16,13,9
409,19,2,6,12,17,22,17
410,5,16,15,26,17,9,5
411,1,28,27,19,3,5,17
412,22,28,6,18,21,25,9
413,5,27,22,21,23,3,24
414,5,16,21,16,3,1,25
415,11,15,19,7,26,21,22
416,6,1,26,22,23,13,22
417,9,19,20,17,5,16,22
418,1,1,24,22,11,24,19
419,6,25,15,0,6,14,21
420,14,9,28,1,19,7,25
421,1,16,16,25,28,7,5
422,23,18,23,5,18,15,20
423,12,9,25,20,18,10,19
424,2,9,11,4,4,23,12
425,3,19,5,22,24,10,1
426,27,5,18,24,24,6,16
427,27,23,28,1,15,0,20
428,22,21,14,9,24,19,6
429,13,20,13,7,6,9,22
430,20,8,19,27,0,0,28
431,28,28,4,1,13,16,8
432,10,19,14,23,18,18,27
433,10,25,0,12,19,11,23
434,7,11,5,23,3,12,2
435,16,24,21,27,7,1,16
436,3,23,26,17,25,4,22
437,23,12,22,11,9,15,5
438,18,0,9,27,7,5,0
439,2,12,19,5,15,4,19
440,26,6,10,0,11,7,6
441,11,13,19,14,1,27,9
442,15,9,14,19,14,4,13
443,20,16,21,27,14,10,27
444,0,13,23,9,18,1,12
445,15,27,19,0,1,4,14
446,15,25,1,9,21,24,8
447,28,13,7,26,7,1,11
448,5,2,16,4,3,14,20
449,22,21,2,27,19,14,15
450,13,15,18,2,14,6,13
451,13,23,7,20,10,14,10
452,23,4,25,26,6,1,2
453,16,26,9,20,14,7,2
454,11,5,24,19,5,16,6
455,18,20,16,5,9,1,16
456,28,25,1,20,13,20,14
457,23,7,5,19,13,23,6
458,3,27,26,10,5,6,23
459,18,7,6,9,10,0,27
460,22,14,4,6,4,15,18
461,5,17,6,18,15,16,26
462,16,22,28,28,9,20,5
463,27,13,18,20,4,13,1
464,5,13,10,7,19,14,23
465,6,3,18,20,25,11,2
466,2,0,1,20,11,6,18
467,8,24,17,28,2,1,12
468,4,13,6,23,20,3,24
469,0,1,11,23,19,1,28
470,15,1,17,14,4,24,11
471,23,11,26,16,20,2,24
472,11,21,11,26,3,18,26
473,25,5,14,15,6,9,18
474,27,5,14,6,26,25,12
475,13,28,3,5,18,6,6
476,6,15,5,13,19,7,22
477,26,25,3,18,1,17,22
478,10,14,22,17,22,5,5
479,17,28,12,7,20,2,0
480,6,24,23,2,12,7,10
481,26,9,28,24,8,1,11
482,17,27,13,3,10,27,13
483,13,13,11,0,4,4,10
484,27,26,21,4,28,17,18
485,5,24,13,13,21,17,18
486,3,9,27,12,28,1,26
487,27,6,12,2,25,28,12
488,1,24,25,25,2,22,1
489,18,18,15,26,8,3,6
490,7,9,8,22,9,17,15
491,14,10,23,7,6,22,18
492,14,17,3,11,10,8,2
493,10,10,16,2,6,21,0
494,8,28,27,27,20,19,15
495,15,27,18,22,15,8,11
496,12,3,28,21,22,21,11
497,10,5,13,6,26,26,9
498,4,17,2,18,28,9,27
499,12,23,22,3,4,20,25
500,28,23,4,15,19,17,9
501,1,16,16,12,23,21,20
502,25,24,23,22,8,12,4
503,3,12,8,16,14,25,7
504,25,0,19,3,25,25,10
505,5,3,20,10,28,26,16
506,15,2,10,16,25,20,12
507,14,1,10,12,26,27,16
508,10,17,10,27,20,24,17
509,8,12,10,2,26,28,20
510,18,17,0,25,4,12,15
511,2,18,27,5,2,15,26
512,6,5,27,24,27,5,21
513,21,13,8,0,27,21,26
514,4,4,13,9,14,12,9
515,4,28,17,0,24,10,24
516,20,1,19,8,0,4,24
517,5,21,25,19,1,0,23
518,1,10,8,23,5,22,12
519,12,27,8,0,7,1,7
520,16,7,9,28,2,23,14
521,26,4,7,1,17,15,5
522,12,13,13,22,28,13,0
523,17,6,4,17,23,1,19
524,21,11,10,1,12,2,13
525,10,8,6,12,19,27,2
526,27,20,16,12,7,20,3
527,6,11,9,25,3,15,13
528,18,24,21,9,24,28,18
529,3,2,22,4,5,21,22
530,13,3,12,11,4,8,11
531,15,22,2,11,9,12,25
532,3,21,7,23,19,22,0
533,15,6,2,25,9,8,9
534,25,7,1,12,12,16,27
535,18,3,2,6,19,10,1
536,26,5,13,19,9,28,11
537,28,24,28,11,25,27,22
538,14,15,0,19,19,13,6
539,19,1,7,19,5,2,15
540,23,8,12,8,22,3,11
541,14,27,8,6,20,11,4
542,20,11,8,21,2,27,16
543,19,9,1,18,20,0,11
544,19,20,5,8,16,17,20
545,15,13,17,22,11,25,5
546,15,20,6,17,14,15,3
547,27,12,10,12,28,12,16
548,20,23,22,4,18,23,16
549,16,15,21,3,25,21,21
550,2,6,15,19,18,2,5
551,28,18,10,8,21,2,15
552,22,28,12,28,7,20,24
553,17,4,5,23,11,11,11
554,13,25,17,22,0,10,21
555,9,10,8,11,5,24,0
556,20,11,26,12,0,11,14
557,25,5,28,24,3,2,1
558,23,12,2,23,7,22,20
559,27,20,4,4,15,25,9
560,26,2,12,14,2,21,15
561,7,1,2,27,21,5,0
562,8,14,8,18,22,12,25
563,13,12,17,10,24,6,2
564,3,18,14,8,13,7,23
565,11,11,19,20,17,0,17
566,15,10,17,6,3,15,19
567,2,5,5,9,27,6,28
568,27,27,22,1,0,26,5
569,8,2,11,20,24,10,9
570,2,27,8,8,28,27,10
571,13,27,25,7,7,8,19
572,20,17,5,15,10,10,25
573,19,0,26,27,9,25,26
574,4,1,13,4,27,9,14
575,12,15,2,15,11,15,11
576,24,3,9,8,23,10,6
577,0,16,18,4,14,26,4
578,16,18,11,22,0,19,8
579,16,13,19,28,6,0,13
580,2,2,23,28,4,19,26
581,20,24,12,13,5,15,9
582,9,28,0,27,5,16,27
583,23,28,1,12,18,4,15
584,18,13,22,5,6,21,20
585,21,7,22,1,28,26,15
586,17,15,20,22,20,3,15
587,11,12,18,17,20,8,13
588,14,3,19,25,23,26,14
589,11,26,0,4,12,11,28
590,20,20,7,5,11,22,4
591,23,11,4,7,1,28,18
592,0,25,12,28,7,18,25
593,16,7,0,8,1,8,7
594,5,20,4,28,10,22,26
595,19,2,10,12,8,14,0
596,6,20,21,19,16,19,2
597,2,25,24,14,12,5,25
598,26,2,22,0,5,24,5
599,6,3,16,6,24,25,17
600,27,21,8,14,2,3,11
601,17,26,21,11,8,27,4
602,16,22,8,19,26,11,1
603,2,12,8,8,10,15,16
604,7,19,6,25,14,14,4
605,12,4,19,6,28,4,22
606,13,3,23,6,27,27,12
607,20,28,26,10,1,26,28
608,5,26,20,25,19,9,22
609,17,6,5,10,18,19,12
610,28,26,15,23,19,6,28
611,1,19,12,1,23,21,1
612,15,28,13,22,21,2,3
613,20,27,19,26,10,7,22
614,26,14,12,19,27,22,16
615,20,8,8,11,24,12,9
616,20,11,27,19,25,23,1
617,2,1,10,6,9,22,2
618,1,0,15,27,13,27,5
619,5,5,15,25,18,21,24
620,0,19,24,5,2,18,22
621,22,1,3,16,25,14,3
622,19,13,15,2,27,22,11
623,8,26,23,2,7,13,14
624,12,11,7,26,18,11,12
625,18,27,11,19,21,26,26
626,17,4,15,6,11,14,28
627,3,4,4,20,11,13,7
628,12,8,6,24,15,2,22
629,4,18,24,19,19,24,24
630,15,0,13,16,28,11,1
631,16,9,27,5,6,19,6
632,17,9,18,0,26,26,8
633,25,15,14,17,23,6,23
634,22,15,25,10,25,12,7
635,12,19,12,5,26,5,16
636,2,22,22,7,21,3,12
637,13,14,0,11,20,18,15
638,27,7,26,8,4,4,12
639,7,2,3,6,9,7,6
640,27,7,12,17,28,6,15
641,21,4,17,26,20,22,17
642,15,24,9,28,27,13,3
643,22,4,24,17,7,14,20
644,20,20,8,28,28,6,0
645,9,21,26,4,1,5,26
646,17,14,25,8,8,8,24
647,3,8,9,25,4,11,8
648,12,5,1,13,8,3,15
649,6,4,24,26,17,3,27
650,25,28,5,13,15,0,21
651,26,9,22,23,13,24,20
652,12,4,9,20,2,3,8
653,11,5,5,24,13,22,18
654,26,19,0,7,20,7,9
655,27,22,17,22,28,21,18
656,14,14,21,13,16,18,5
657,9,19,26,25,16,17,11
658,11,11,13,11,19,14,7
659,8,11,6,12,14,0,20
660,12,14,0,9,3,25,18
661,19,8,19,15,16,11,11
662,16,23,10,26,24,23,15
663,18,17,27,6,1,12,14
664,25,18,17,26,6,4,11
665,12,13,28,16,14,11,26
666,28,13,10,4,28,10,21
667,13,23,21,10,13,17,6
668,11,8,21,10,9,3,6
669,2,23,11,21,14,4,11
670,15,5,7,16,24,21,23
671,15,27,4,12,7,15,28
672,20,24,3,27,1,15,24
673,0,26,15,10,7,2,5
674,18,4,20,4,23,23,14
675,20,17,16,1,25,2,21
676,5,5,22,26,19,28,15
677,13,0,9,8,2,11,6
678,17,11,15,5,13,23,20
679,14,3,27,1,27,12,25
680,28,21,1,21,27,27,8
681,14,8,16,21,26,15,16
682,22,20,24,6,27,28,28
683,10,14,7,8,4,8,22
684,14,14,23,27,11,23,2
685,24,3,9,5,26,17,27
686,11,28,7,15,18,9,24
687,22,7,25,0,5,24,1
688,17,3,8,6,3,3,8
689,4,11,19,16,3,27,26
690,25,7,21,27,27,15,11
691,20,22,11,3,3,28,17
692,22,8,26,14,28,20,7
693,20,21,3,16,10,23,21
694,22,27,10,12,21,6,25
695,22,16,8,22,22,25,1
696,7,13,2,9,8,17,3
697,5,28,7,21,20,17,26
698,5,5,1,27,22,26,10
699,23,22,13,25,23,24,26
700,27,10,3,11,9,7,27
701,8,26,16,14,25,3,4
702,8,26,24,8,24,6,9
703,1,9,0,27,21,16,27
704,15,20,18,22,7,15,7
705,0,2,6,17,15,5,15
706,28,18,2,19,7,11,15
707,2,1,15,24,12,21,8
708,11,21,11,11,3,20,16
709,17,22,2,18,25,2,3
710,10,26,4,21,20,3,27
711,13,12,27,2,24,4,1
712,17,8,19,19,9,26,18
713,16,19,8,9,5,27,2
714,6,7,5,10,13,25,23
715,28,12,3,14,25,21,14
716,25,3,21,1,2,18,14
717,10,27,7,7,19,4,6
718,28,14,4,13,7,14,21
719,7,11,27,8,12,25,12
720,16,11,24,0,13,0,11
721,12,1,2,27,25,20,15
722,23,10,24,5,17,5,22
723,22,4,15,18,3,13,17
724,18,21,4,8,0,10,10
725,26,27,10,20,2,20,26
726,0,12,12,4,9,11,3
727,6,7,4,11,1,22,7
728,25,4,3,10,17,17,15
729,23,20,8,22,21,28,5
730,17,13,24,25,22,24,9
731,24,13,21,2,0,28,1
732,27,3,17,24,12,10,2
733,11,25,25,18,6,20,16
734,11,24,10,14,15,24,27
735,6,21,10,22,14,20,11
736,7,12,2,7,9,10,25
737,23,4,3,3,4,15,21
738,0,26,10,0,2,10,22
739,5,23,8,24,25,6,19
740,17,6,23,5,22,14,5
741,11,27,24,23,21,28,7
742,4,26,8,3,6,1,20
743,16,28,14,27,14,16,21
744,3,27,0,4,25,13,4
745,9,18,17,26,27,0,1
746,20,15,24,22,16,23,26
747,6,4,10,3,23,24,24
748,5,4,7,21,14,20,13
749,2,8,15,4,1,21,19
750,10,7,19,9,4,14,17
751,25,28,0,8,27,0,26
752,23,14,22,15,19,11,5
753,5,28,23,15,28,28,27
754,3,22,2,17,1,5,1
755,15,20,20,18,1,18,22
756,19,3,7,1,24,16,2
757,26,6,3,22,16,3,20
758,6,20,15,15,17,26,17
759,26,1,21,1,16,14,22
760,2,17,28,25,14,7,4
761,12,16,12,12,0,22,7
762,19,2,4,18,22,14,23
763,15,19,11,19,22,0,13
764,15,2,24,11,18,19,20
765,2,12,12,4,8,12,2
766,14,23,8,23,12,4,20
767,17,17,3,13,23,6,8
768,4,4,27,11,15,15,4
769,23,8,22,22,26,14,23
770,2,14,10,15,2,8,3
771,25,17,1,2,14,23,5
772,11,6,24,14,0,19,5
773,11,21,27,25,19,13,15
774,13,9,26,8,4,0,3
775,6,6,11,10,17,3,7
776,20,28,0,18,15,12,1
777,17,4,2,18,9,9,21
778,8,19,27,11,14,9,21
779,27,26,4,10,14,1,28
780,14,28,19,13,16,21,2
781,10,3,18,17,19,27,22
782,19,9,27,14,14,0,16
783,14,28,11,9,27,19,16
784,23,11,18,24,1,3,24
785,4,1,10,26,6,0,14
786,14,9,27,3,17,18,13
787,17,6,4,1,9,20,23
788,7,6,21,0,7,15,6
789,8,25,5,19,23,13,18
790,28,22,19,17,23,26,28
791,19,8,25,27,13,26,18
792,8,0,22,7,3,5,20
793,17,15,21,23,25,17,26
794,28,17,23,23,13,2,16
795,22,0,19,11,13,7,2
796,3,4,14,23,17,5,28
797,4,3,8,28,14,28,22
798,4,24,20,9,21,6,12
799,26,6,11,24,22,10,20
800,13,16,7,15,2,22,15
801,0,24,24,26,18,19,28
802,17,21,15,11,20,7,5
803,2,0,1,27,13,24,15
804,6,18,16,26,1,5,28
805,14,2,14,24,13,24,4
806,10,10,15,19,15,21,19
807,4,13,25,2,15,20,22
808,10,15,14,8,25,1,11
809,21,3,21,4,9,21,24
810,15,4,5,9,27,19,18
811,22,4,2,10,28,2,22
812,25,16,7,12,17,5,8
813,0,19,18,7,18,23,20
814,16,27,25,20,21,26,26
815,11,0,18,22,9,26,22
816,9,22,10,15,9,16,8
817,27,15,27,19,13,3,9
818,26,23,16,15,12,25,12
819,13,3,2,9,20,23,26
820,22,18,22,20,10,18,10
821,14,14,23,3,27,20,23
822,4,20,0,28,9,4,3
823,28,9,18,23,14,17,9
824,22,4,26,6,25,5,5
825,8,13,11,21,6,17,24
826,5,18,8,18,10,7,0
827,4,23,24,28,9,23,11
828,24,7,11,19,21,13,15
829,22,6,16,11,23,14,17
830,16,19,6,25,17,24,21
831,16,26,6,19,2,2,21
832,8,3,23,18,0,20,5
833,8,4,22,14,11,10,13
834,19,16,11,10,0,22,7
835,7,11,12,18,0,7,8
836,12,8,4,17,6,20,6
837,4,10,14,1,23,22,28
838,27,21,8,24,22,5,11
839,14,18,3,23,3,16,26
840,27,27,4,17,13,10,0
841,7,28,12,20,9,21,6
842,0,21,17,14,6,22,17
843,12,3,1,16,25,26,8
844,4,6,22,4,8,28,18
845,21,4,27,12,15,11,27
846,16,5,22,1,6,26,10
847,11,15,13,23,23,1,13
848,3,4,19,16,27,16,12
849,2,3,20,16,26,21,23
850,12,23,13,25,4,18,7
851,8,5,28,1,2,23,14
852,19,15,25,3,3,21,24
853,8,5,15,27,4,18,8
854,9,27,2,5,2,16,28
855,0,23,11,5,10,20,12
856,8,1,0,12,10,17,10
857,14,5,14,23,7,6,26
858,19,20,18,24,15,8,2
859,15,1,19,2,20,8,21
860,2,21,9,16,3,14,7
861,15,28,4,12,10,19,8
862,8,19,1,6,24,22,11
863,17,24,28,11,3,8,13
864,23,21,17,4,16,12,25
865,3,26,15,10,11,9,20
866,25,4,10,28,0,7,5
867,14,0,21,18,19,0,10
868,2,10,7,20,11,13,23
869,1,3,22,24,15,28,17
870,26,26,4,10,14,2,26
871,7,23,16,10,4,12,7
872,6,28,13,14,16,16,3
873,8,25,12,4,23,12,17
874,28,24,0,20,4,26,14
875,14,14,3,13,7,13,13
876,8,4,20,17,6,23,14
877,21,13,1,8,15,25,9
878,9,0,14,26,13,12,14
879,1,20,20,17,26,11,26
880,0,26,15,22,1,27,5
881,10,10,16,13,5,16,13
882,23,2,1,25,28,0,14
883,0,28,3,16,25,7,21
884,3,7,23,23,27,24,22
885,16,1,12,9,25,11,27
886,8,7,26,9,8,5,26
887,27,17,1,7,28,24,11
888,25,3,1,19,26,8,1
889,10,8,25,11,7,17,25
890,23,25,18,7,27,5,9
891,9,2,24,28,15,24,2
892,7,16,17,11,4,23,17
893,27,6,19,17,9,6,12
894,6,14,17,13,18,13,22
895,5,23,9,25,18,22,11
896,5,7,27,2,15,11,2
897,17,24,27,18,24,9,13
898,24,27,16,1,4,28,18
899,6,27,17,2,24,8,12
900,9,21,2,22,6,11,20
901,18,3,12,25,12,13,28
902,22,2,0,3,21,10,15
903,4,8,6,16,6,7,21
904,26,17,5,25,8,2,23
905,26,20,13,25,26,21,17
906,4,15,0,23,22,28,2
907,10,25,28,24,25,14,21
908,2,9,18,2,11,22,0
909,28,18,23,14,23,13,15
910,28,25,20,20,6,1,23
911,9,23,10,1,7,11,3
912,27,22,28,14,7,8,2
913,22,8,26,4,23,28,0
914,5,20,27,5,19,11,1
915,21,3,18,8,24,9,25
916,6,17,13,1,26,23,23
917,22,15,24,13,13,7,26
918,10,14,2,23,21,22,17
919,5,11,19,15,10,1,18
920,25,23,17,17,1,28,1
921,13,17,5,9,23,20,19
922,27,0,18,11,28,21,16
923,7,24,11,4,8,23,17
924,19,10,5,18,10,4,6
925,3,4,2,25,23,24,14
926,1,20,6,4,19,4,6
927,28,13,11,14,14,23,28
928,20,6,13,27,23,27,2
929,0,11,18,22,5,5,6
930,10,3,24,11,12,16,26
931,11,11,26,21,26,4,0
932,5,17,20,22,20,8,14
933,12,19,11,16,14,24,24
934,26,2,4,23,11,22,2
935,6,13,9,14,11,1,15
936,24,8,4,5,11,20,13
937,4,8,26,22,5,13,15
938,21,11,14,19,4,14,13
939,27,11,12,13,12,11,8
940,2,28,21,23,1,20,22
941,15,2,5,17,2,14,21
942,0,13,23,3,12,11,25
943,9,16,14,28,2,23,20
944,13,19,26,26,11,8,18
945,26,7,0,12,12,13,6
946,15,10,0,23,20,1,20
947,23,0,1,9,12,3,25
948,14,17,26,5,6,14,8
949,8,23,24,7,14,20,14
950,15,11,23,13,7,5,7
951,14,2,8,1,4,1,14
952,18,21,1,3,10,1,16
953,18,14,19,1,7,20,17
954,4,27,20,11,7,22,22
955,22,25,4,24,7,27,24
956,6,12,2,19,25,26,6
957,12,10,15,14,12,0,9
958,0,5,24,16,1,11,22
959,3,5,14,1,10,28,19
960,21,7,2,5,10,5,16
961,25,16,28,22,19,3,18
962,6,13,15,27,18,7,26
963,24,27,21,27,22,12,28
964,16,27,11,13,4,27,4
965,25,4,21,1,21,0,5
966,19,0,27,17,26,16,2
967,9,11,13,14,8,0,25
968,19,2,5,0,25,9,20
969,8,1,25,23,6,7,1
970,15,26,15,2,0,13,20
971,21,24,20,4,7,18,26
972,15,12,8,3,9,25,7
973,17,12,26,3,4,8,3
974,28,12,3,26,16,21,24
975,4,21,25,6,24,14,5
976,20,21,8,18,25,4,12
977,15,28,9,27,17,5,26
978,0,17,4,8,11,12,13
979,21,6,9,16,3,24,20
980,27,15,16,28,5,28,11
981,5,13,3,15,6,7,21
982,1,14,20,13,21,12,22
983,5,5,25,16,4,26,19
984,0,28,13,18,19,8,23
985,15,12,13,21,10,2,19
986,8,6,14,19,8,9,11
987,10,20,28,19,27,20,10
988,9,1,19,18,0,19,23
989,19,10,13,12,17,24,17
990,11,26,12,21,3,24,9
991,20,25,19,27,11,9,1
992,22,8,15,0,28,20,6
993,16,10,21,23,12,3,27
994,0,9,0,23,16,26,15
995,25,0,16,4,13,0,18
996,16,19,25,14,11,16,12
997,5,26,8,23,14,18,9
998,6,3,16,21,14,14,14
999,16,17,25,13,12,7,15
1000,28,12,27,10,10,3,3
1,1,0,1,5,26,21,3
2,16,2,14,13,9,22,20
3,24,5,22,3,4,18,11
4,9,5,1,20,14,9,18
5,7,13,20,16,16,10,2
6,24,21,26,2,3,24,28
7,22,0,24,21,19,8,11
8,8,10,10,23,8,2,12
9,12,9,14,6,15,25,5
10,23,0,15,22,5,24,4
11,2,16,0,9,0,12,8
12,24,9,3,17,22,23,7
13,8,27,7,20,21,24,20
14,21,19,21,23,26,20,3
15,19,14,2,1,24,12,26
16,17,19,5,22,10,6,9
17,23,18,0,13,24,17,23
18,22,17,10,16,3,17,19
19,22,17,4,14,5,8,26
20,8,1,6,1,5,23,9
21,4,6,19,26,6,7,19
22,2,23,24,16,18,28,1
23,7,0,10,19,28,23,11
24,28,2,26,10,12,17,25
25,12,4,5,12,17,19,26
26,14,17,27,26,0,13,16
27,21,12,15,18,14,3,25
28,14,27,1,9,22,25,13
29,22,14,3,26,23,12,9
30,0,14,9,10,14,28,21
31,19,3,17,18,19,16,1
32,7,12,10,18,9,7,24
33,19,4,2,4,22,23,5
34,24,8,27,3,15,10,24
35,26,9,19,13,21,7,15
36,3,11,7,2,6,24,15
37,7,15,15,13,20,9,23
38,20,1,8,17,4,14,1
39,16,10,9,3,28,11,23
40,20,26,19,27,16,0,15
41,21,15,19,24,22,9,12
42,3,25,15,9,15,14,23
43,13,6,17,6,22,11,0
44,12,27,5,13,21,4,7
45,18,23,11,4,25,9,22
46,20,26,18,11,8,26,28
47,22,6,8,22,21,26,5
48,4,17,16,0,15,25,17
49,15,4,3,7,18,24,15
50,1,26,10,2,1,14,11
51,23,6,27,26,2,20,26
52,27,6,9,8,17,21,10
53,28,20,16,12,15,9,11
54,21,1,10,10,4,5,17
55,1,21,1,27,6,0,9
56,12,26,5,8,8,7,13
57,18,11,13,19,28,28,14
58,16,14,8,27,4,22,28
59,2,26,15,26,19,0,16
60,21,6,18,12,14,17,16
61,21,22,13,2,28,4,11
62,12,27,8,12,21,22,27
63,13,5,1,20,8,20,11
64,17,4,0,1,4,23,3
65,28,27,19,27,9,26,16
66,7,7,24,5,9,5,16
67,16,14,28,5,6,21,0
68,22,18,25,15,6,0,4
69,3,14,23,9,13,2,20
70,3,7,4,14,28,19,9
71,15,27,26,18,10,17,11
72,8,14,5,6,26,5,17
73,15,9,8,22,9,18,28
74,19,5,27,21,7,26,15
75,21,21,10,13,3,5,3
76,17,8,20,19,0,10,0
77,23,7,14,21,20,20,14
78,11,11,24,16,27,18,2
79,16,15,1,26,5,10,12
80,10,22,1,19,27,2,20
81,1,22,11,22,20,8,2
82,13,19,15,23,12,12,12
83,13,3,7,26,0,20,28
84,11,14,17,11,17,0,26
85,8,7,21,19,0,4,12
86,17,17,21,13,10,5,2
87,9,0,20,26,26,9,21
88,24,19,23,24,20,16,8
89,25,25,17,6,18,19,28
90,19,28,24,3,1,16,23
91,3,13,0,5,20,16,27
92,22,4,19,16,23,9,17
93,20,7,3,23,16,22,14
94,23,11,23,5,2,6,17
95,20,1,3,21,23,18,18
96,19,10,21,18,22,13,16
97,24,18,28,2,4,17,27
98,26,19,10,26,8,23,2
99,12,20,26,12,18,6,6
100,16,1,26,19,14,5,3
101,25,21,23,20,26,12,14
102,18,20,16,27,13,4,0
103,9,25,9,12,13,18,28
104,16,19,10,1,22,0,12
105,10,25,28,22,14,20,23
106,12,7,12,6,23,11,21
107,13,27,8,23,15,17,9
108,19,16,23,14,27,24,8
109,7,12,4,11,25,28,2
110,16,9,11,20,12,8,25
